FID,ID,SITE_NAME,DATE, pH continuous 0475 (pH units),Conductivity 25C continuous 0473 (uS/cm),Oxygen,Temperature,Battery (vol)
1552048,A19,Aire at Fleet Weir,07/02/1996 00:00,7.66,1351,72.2,3.9,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 00:30,7.66,1352,72.4,3.9,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 01:00,7.64,1353,72,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 01:30,7.65,1353,71.7,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 02:00,7.63,1354,71.2,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 02:30,7.64,1357,71,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 03:00,7.64,1362,72.8,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 03:30,7.63,1369,72.9,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 04:00,7.62,1378,72.6,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 04:30,7.62,1390,72.7,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 05:00,7.62,1409,73,3.8,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 05:30,7.62,1427,72.6,3.7,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 06:00,7.61,1450,73.1,3.7,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 06:30,7.61,1466,72.6,3.7,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 07:00,7.61,1479,72.2,3.7,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 07:30,7.61,1490,73.3,3.7,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 08:00,7.6,1497,73.4,3.6,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 08:30,7.61,1500,73.3,3.6,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 09:00,7.6,1501,73.4,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 09:30,7.6,1501,73.6,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 10:00,7.6,1502,73.7,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 10:30,7.59,1502,73.2,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 11:00,7.59,1508,72.7,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 11:30,7.59,1514,73,3.4,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 12:00,7.58,1520,72.9,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 12:30,7.58,1531,72.9,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 13:00,7.58,1555,73.6,3.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 13:30,7.58,1577,73.3,3.6,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 14:00,7.58,1606,73.4,3.6,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 14:30,7.57,1634,72.8,3.7,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 15:00,7.57,1679,71.8,3.9,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 15:30,7.57,1730,71.5,4.1,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 16:00,7.56,1775,70.6,4.2,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 16:30,7.56,1826,69.9,4.3,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 17:00,7.56,1860,69.1,4.4,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 17:30,7.56,1883,67.7,4.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 18:00,7.57,1900,69.5,4.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 18:30,7.59,1906,70.1,4.5,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 19:00,7.6,1907,70.6,4.4,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 19:30,7.59,1913,68.8,4.4,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 20:00,7.59,1925,68.9,4.4,13.8
1552048,A19,Aire at Fleet Weir,07/02/1996 20:30,7.59,1931,68.7,4.4,13.7
1552048,A19,Aire at Fleet Weir,07/02/1996 21:00,7.6,1926,68.5,4.4,13.7
1552048,A19,Aire at Fleet Weir,07/02/1996 21:30,7.6,1922,68.5,4.3,13.7
1552048,A19,Aire at Fleet Weir,07/02/1996 22:00,7.6,1911,67.7,4.2,13.7
1552048,A19,Aire at Fleet Weir,07/02/1996 22:30,7.6,1905,68,4.2,13.7
1552048,A19,Aire at Fleet Weir,07/02/1996 23:00,7.6,1906,68.4,4.2,13.7
1552048,A19,Aire at Fleet Weir,07/02/1996 23:30,7.6,1901,67.8,4.1,13.8
1552048,A19,Aire at Fleet Weir,08/02/1996 00:00,7.6,1896,68.1,4.1,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 00:30,7.6,1897,67.8,4,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 01:00,7.6,1885,68.1,4,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 01:30,7.6,1874,68.7,4,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 02:00,7.6,1875,68.1,3.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 02:30,7.6,1863,68.1,3.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 03:00,7.6,1851,68.3,3.9,13.8
1552048,A19,Aire at Fleet Weir,08/02/1996 03:30,7.59,1846,68.4,3.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 04:00,7.59,1822,68.3,3.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 04:30,7.59,1811,68.9,3.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 05:00,7.59,1800,69,3.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 05:30,7.59,1782,69.3,3.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 06:00,7.59,1759,69.4,3.7,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 06:30,7.59,1753,70,3.7,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 07:00,7.59,1730,70.3,3.7,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 07:30,7.59,1713,70.8,3.6,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 08:00,7.59,1684,71.2,3.6,13.9
1552048,A19,Aire at Fleet Weir,08/02/1996 08:30,7.59,1667,71.8,3.6,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 09:00,7.59,1644,72.3,3.5,13.6
1552048,A19,Aire at Fleet Weir,08/02/1996 09:30,7.59,1627,71.8,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 10:00,7.59,1609,72.8,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 10:30,7.59,1597,73.1,3.5,13.5
1552048,A19,Aire at Fleet Weir,08/02/1996 11:00,7.59,1590,72.7,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 11:30,7.59,1584,73,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 12:00,7.59,1573,73.3,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 12:30,7.6,1567,74.7,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 13:00,7.59,1566,75.3,3.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 13:30,7.59,1571,73.8,3.6,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 14:00,7.59,1582,71.7,3.7,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 14:30,7.59,1598,71.8,3.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 15:00,7.58,1630,70.2,4,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 15:30,7.57,1657,68.5,4.2,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 16:00,7.56,1678,70.1,4.4,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 16:30,7.55,1699,69,4.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 17:00,7.55,1721,68.9,4.7,13.6
1552048,A19,Aire at Fleet Weir,08/02/1996 17:30,7.55,1731,69.3,4.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 18:00,7.55,1742,69.5,4.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 18:30,7.55,1747,68.8,4.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 19:00,7.55,1758,67.9,4.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 19:30,7.55,1764,67.7,4.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 20:00,7.55,1770,66.4,4.9,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 20:30,7.55,1777,65.6,4.8,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 21:00,7.56,1772,65.8,4.8,13.6
1552048,A19,Aire at Fleet Weir,08/02/1996 21:30,7.57,1762,65.9,4.6,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 22:00,7.58,1752,66.3,4.5,13.7
1552048,A19,Aire at Fleet Weir,08/02/1996 22:30,7.57,1742,67.3,4.4,13.6
1552048,A19,Aire at Fleet Weir,08/02/1996 23:00,7.53,1738,67,4.3,13.6
1552048,A19,Aire at Fleet Weir,08/02/1996 23:30,7.49,1734,68,4.2,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 00:00,7.45,1735,68.3,4.1,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 00:30,7.44,1736,69,4,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 01:00,7.44,1743,69.1,4,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 01:30,7.45,1750,69.6,3.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 02:00,7.47,1756,69.9,3.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 02:30,7.48,1757,69.5,3.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 03:00,7.5,1763,70.1,3.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 03:30,7.53,1770,70.2,3.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 04:00,7.54,1764,69,3.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 04:30,7.54,1770,69.3,3.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 05:00,7.55,1776,69.3,3.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 05:30,7.55,1776,69,3.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 06:00,7.55,1776,67.7,3.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 06:30,7.57,1771,69.7,3.7,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 07:00,7.6,1772,75,3.7,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 07:30,7.61,1772,76.9,3.7,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 08:00,7.63,1767,77,3.6,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 08:30,7.63,1767,77.7,3.6,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 09:00,7.64,1762,77.8,3.6,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 09:30,7.64,1763,77.7,3.5,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 10:00,7.64,1757,77.5,3.5,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 10:30,7.62,1752,78.5,3.5,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 11:00,7.6,1759,78.1,3.4,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 11:30,7.59,1759,78.6,3.4,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 12:00,7.59,1752,78,3.4,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 12:30,7.56,1752,78.6,3.5,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 13:00,7.56,1750,80,3.6,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 13:30,7.55,1743,80.4,3.7,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 14:00,7.54,1751,80.5,3.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 14:30,7.54,1746,79.8,4.2,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 15:00,7.52,1742,79.2,4.4,13.5
1552048,A19,Aire at Fleet Weir,09/02/1996 15:30,7.5,1738,77.4,4.7,13.5
1552048,A19,Aire at Fleet Weir,09/02/1996 16:00,7.49,1742,75.5,4.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 16:30,7.48,1759,73.7,4.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 17:00,7.47,1793,72.8,4.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 17:30,7.47,1852,71.3,4.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 18:00,7.48,1934,70.8,4.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 18:30,7.48,2028,70.4,4.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 19:00,7.49,2123,70.3,4.9,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 19:30,7.49,2201,71.3,4.8,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 20:00,7.5,2256,72.3,4.7,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 20:30,7.5,2282,73.6,4.6,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 21:00,7.51,2290,74.4,4.5,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 21:30,7.51,2291,75.5,4.4,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 22:00,7.52,2287,76.2,4.3,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 22:30,7.52,2282,76.9,4.3,13.6
1552048,A19,Aire at Fleet Weir,09/02/1996 23:00,7.52,2283,77.3,4.3,13.5
1552048,A19,Aire at Fleet Weir,09/02/1996 23:30,7.52,2283,77.3,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 00:00,7.51,2290,77.7,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 00:30,7.51,2290,77.7,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 01:00,7.52,2290,78,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 01:30,7.52,2286,78.2,4.1,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 02:00,7.52,2286,78.6,4.1,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 02:30,7.52,2281,79,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 03:00,7.52,2294,79.5,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 03:30,7.52,2330,79.5,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 04:00,7.52,2378,79,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 04:30,7.52,2407,79.2,4,13.6
1552048,A19,Aire at Fleet Weir,10/02/1996 05:00,7.53,2413,79.2,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 05:30,7.53,2359,80.2,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 06:00,7.54,2258,81.5,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 06:30,7.55,2158,82.2,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 07:00,7.54,2087,82,4,13.6
1552048,A19,Aire at Fleet Weir,10/02/1996 07:30,7.55,2028,82.6,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 08:00,7.55,1980,82.8,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 08:30,7.57,1951,84.4,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 09:00,7.57,1927,84.7,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 09:30,7.57,1904,85.3,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 10:00,7.58,1886,85.8,3.9,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 10:30,7.58,1868,86.4,3.9,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 11:00,7.59,1856,87.1,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 11:30,7.59,1850,87.5,4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 12:00,7.58,1842,87.7,4.1,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 12:30,7.57,1840,87.2,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 13:00,7.56,1837,87,4.4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 13:30,7.56,1819,87.3,4.4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 14:00,7.56,1806,86.9,4.5,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 14:30,7.56,1793,86.7,4.6,13.6
1552048,A19,Aire at Fleet Weir,10/02/1996 15:00,7.56,1790,86.7,4.7,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 15:30,7.55,1795,87,4.8,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 16:00,7.55,1801,87.1,4.8,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 16:30,7.54,1812,87.1,4.8,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 17:00,7.54,1813,86.9,4.8,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 17:30,7.53,1814,87.1,4.7,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 18:00,7.53,1797,86.9,4.7,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 18:30,7.53,1763,87.1,4.6,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 19:00,7.52,1716,86.9,4.5,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 19:30,7.52,1670,87.3,4.5,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 20:00,7.52,1630,87.6,4.4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 20:30,7.53,1595,87.5,4.4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 21:00,7.53,1578,87.6,4.4,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 21:30,7.53,1584,86.6,4.3,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 22:00,7.51,1615,86.3,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 22:30,7.5,1645,86.2,4.2,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 23:00,7.51,1652,86.4,4.1,13.5
1552048,A19,Aire at Fleet Weir,10/02/1996 23:30,7.53,1629,86.4,4.1,13.5
1552048,A19,Aire at Fleet Weir,11/02/1996 00:00,7.54,1588,86,4,13.5
1552048,A19,Aire at Fleet Weir,11/02/1996 00:30,7.54,1552,85.1,4.1,13.5
1552048,A19,Aire at Fleet Weir,11/02/1996 01:00,7.53,1517,85.1,4.1,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 01:30,7.52,1494,84.1,4.1,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 02:00,7.51,1454,82.8,4.1,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 02:30,7.5,1389,84,4.1,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 03:00,7.49,1338,83.5,4.1,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 03:30,7.46,1304,82.3,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 04:00,7.44,1282,80.7,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 04:30,7.41,1272,78.2,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 05:00,7.38,1258,78.2,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 05:30,7.36,1240,77.8,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 06:00,7.37,1200,78.8,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 06:30,7.36,1151,79.4,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 07:00,7.35,1103,79.7,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 07:30,7.35,1068,79.9,4.2,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 08:00,7.34,1042,79.5,4.3,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 08:30,7.33,1019,79.4,4.4,13.3
1552048,A19,Aire at Fleet Weir,11/02/1996 09:00,7.32,987,78.9,4.4,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 09:30,7.32,960,79.3,4.4,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 10:00,7.3,929,78.9,4.4,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 10:30,7.29,904,79.1,4.5,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 11:00,7.33,884,79.9,4.5,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 11:30,7.32,874,81.3,4.5,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 12:00,7.32,868,82.6,4.5,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 12:30,7.31,864,83.9,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 13:00,7.31,851,86.3,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 13:30,7.31,835,87.5,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 14:00,7.31,820,87.4,4.7,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 14:30,7.32,807,86.7,4.7,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 15:00,7.32,803,86.6,4.7,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 15:30,7.33,796,86.3,4.8,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 16:00,7.34,787,85.6,4.7,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 16:30,7.33,777,86,4.7,13.5
1552048,A19,Aire at Fleet Weir,11/02/1996 17:00,7.33,765,86.4,4.7,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 17:30,7.33,754,87.5,4.6,13.5
1552048,A19,Aire at Fleet Weir,11/02/1996 18:00,7.34,748,87.9,4.6,13.2
1552048,A19,Aire at Fleet Weir,11/02/1996 18:30,7.34,744,88.2,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 19:00,7.35,741,88.6,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 19:30,7.34,732,88.3,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 20:00,7.34,724,88.2,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 20:30,7.34,718,88.4,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 21:00,7.34,716,88.1,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 21:30,7.34,713,88.4,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 22:00,7.34,708,88.5,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 22:30,7.33,706,88.3,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 23:00,7.34,704,88.5,4.6,13.4
1552048,A19,Aire at Fleet Weir,11/02/1996 23:30,7.32,701,88.2,4.6,13.5
1552048,A19,Aire at Fleet Weir,12/02/1996 00:00,7.32,701,88.4,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 00:30,7.33,698,88.4,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 01:00,7.33,696,87.9,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 01:30,7.33,694,88.1,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 02:00,7.33,691,88.1,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 02:30,7.32,690,88.1,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 03:00,7.32,688,88,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 03:30,7.32,688,88.9,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 04:00,7.33,699,88.9,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 04:30,7.33,721,88.8,4.7,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 05:00,7.31,752,86.3,4.8,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 05:30,7.3,750,80.9,4.9,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 06:00,7.29,710,79.1,5,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 06:30,7.29,684,78.9,5,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 07:00,7.28,661,78.8,5,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 07:30,7.28,636,79.8,4.9,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 08:00,7.28,622,81.4,4.8,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 08:30,7.28,624,82.4,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 09:00,7.32,629,83.6,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 09:30,7.32,620,82.7,4.8,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 10:00,7.32,609,84.7,4.8,13.4
1552048,A19,Aire at Fleet Weir,12/02/1996 10:30,7.33,621,83.9,4.8,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 11:00,7.3,629,81.5,4.8,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 11:30,7.3,621,81.3,4.8,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 12:00,7.3,612,82.3,4.8,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 12:30,7.28,585,83.8,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 13:00,7.29,568,85,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 13:30,7.31,566,85.4,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 14:00,7.34,571,85.6,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 14:30,7.34,593,84.2,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 15:00,7.36,603,83.2,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 15:30,7.35,602,83.8,4.7,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 16:00,7.36,600,84.3,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 16:30,7.34,597,84,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 17:00,7.34,591,84.8,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 17:30,7.34,592,84.8,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 18:00,7.33,586,85.2,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 18:30,7.33,577,85.5,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 19:00,7.34,573,86.3,4.6,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 19:30,7.33,571,86.7,4.5,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 20:00,7.33,572,86.6,4.5,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 20:30,7.34,575,87,4.5,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 21:00,7.32,577,86.4,4.5,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 21:30,7.31,578,86.5,4.4,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 22:00,7.31,581,86,4.4,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 22:30,7.31,585,86.4,4.4,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 23:00,7.3,587,86.2,4.4,13.3
1552048,A19,Aire at Fleet Weir,12/02/1996 23:30,7.3,591,85.9,4.4,13.3
