FID,ID,SITE_NAME,DATE, pH continuous 0475 (pH units),Conductivity 25C continuous 0473 (uS/cm),Oxygen,Temperature,Battery (vol)
29041,A8,Aire at Beal Bridge,28/12/1994 23:30,7.83,362,85.4,6.5,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 00:00,7.84,363,85.3,6.5,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 00:30,7.84,364,85.1,6.5,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 01:00,7.84,365,85.2,6.6,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 01:30,7.85,365,85,6.6,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 02:00,7.85,365,85,6.6,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 02:30,7.85,367,84.8,6.7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 03:00,7.85,367,84.8,6.7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 03:30,7.85,367,84.5,6.7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 04:00,7.86,367,84.6,6.7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 04:30,7.86,366,84.8,6.7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 05:00,7.85,366,84.6,6.8,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 05:30,7.85,365,84.3,6.8,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 06:00,7.85,365,84,6.8,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 06:30,7.85,364,83.9,6.9,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 07:00,7.84,364,83.8,6.9,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 07:30,7.84,362,83.4,6.9,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 08:00,7.84,361,83.4,7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 08:30,7.83,359,83.3,7,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 09:00,7.84,359,83.1,7.1,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 09:30,7.84,359,83,7.1,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 10:00,7.83,361,82.9,7.1,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 10:30,7.83,362,82.5,7.1,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 11:00,7.83,364,82.3,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 11:30,7.83,364,81.8,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 12:00,7.83,364,81.4,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 12:30,7.83,364,81.4,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 13:00,7.83,365,81.6,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 13:30,7.83,368,81.6,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 14:00,7.83,366,81.9,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 14:30,7.84,366,82.5,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 15:00,7.84,365,82.9,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 15:30,7.85,364,83.5,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 16:00,7.86,363,83.7,7.3,12.8
29041,A8,Aire at Beal Bridge,29/12/1994 16:30,7.85,363,84,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 17:00,7.86,362,84.2,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 17:30,7.87,362,84.7,7.2,12.8
29041,A8,Aire at Beal Bridge,29/12/1994 18:00,7.87,360,84.8,7.3,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 18:30,7.88,359,85.3,7.2,12.6
29041,A8,Aire at Beal Bridge,29/12/1994 19:00,7.88,360,85.1,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 19:30,7.88,360,85.5,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 20:00,7.89,360,85.7,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 20:30,7.89,360,85.9,7.2,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 21:00,7.89,360,85.9,7.1,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 21:30,7.89,362,85.9,7.1,12.7
29041,A8,Aire at Beal Bridge,29/12/1994 22:00,7.9,362,86.2,7.1,12.6
29041,A8,Aire at Beal Bridge,29/12/1994 22:30,7.91,362,86.1,7.1,12.6
29041,A8,Aire at Beal Bridge,29/12/1994 23:00,7.91,363,85.9,7.1,12.6
29041,A8,Aire at Beal Bridge,29/12/1994 23:30,7.92,364,86,7.1,12.7
29041,A8,Aire at Beal Bridge,30/12/1994 00:00,7.91,365,85.9,7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 00:30,7.92,365,85.9,7,12.7
29041,A8,Aire at Beal Bridge,30/12/1994 01:00,7.92,366,85.9,7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 01:30,7.92,365,85.7,7,12.7
29041,A8,Aire at Beal Bridge,30/12/1994 02:00,7.92,366,85.4,6.9,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 02:30,7.91,367,85.1,6.9,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 03:00,7.92,367,84.9,6.9,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 03:30,7.91,369,84.9,6.9,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 04:00,7.91,369,85.1,6.8,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 04:30,7.92,370,85.1,6.8,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 05:00,7.92,370,85.6,6.8,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 05:30,7.92,371,85.4,6.8,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 06:00,7.92,372,85.5,6.7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 06:30,7.91,373,85.4,6.7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 07:00,7.92,374,85.1,6.7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 07:30,7.91,375,84.7,6.7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 08:00,7.92,376,85.1,6.7,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 08:30,7.92,376,84.9,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 09:00,7.92,376,85,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 09:30,7.91,377,85,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 10:00,7.92,378,85.6,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 10:30,7.92,378,85.7,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 11:00,7.92,378,85.6,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 11:30,7.92,380,85.9,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 12:00,7.92,382,86.2,6.6,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 12:30,7.92,382,86.9,6.5,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 13:00,7.92,382,86.9,6.5,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 13:30,7.93,381,87,6.5,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 14:00,7.93,381,87.2,6.5,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 14:30,7.93,382,88,6.5,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 15:00,7.94,382,88.3,6.5,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 15:30,7.93,381,87.9,6.4,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 16:00,7.94,381,88,6.4,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 16:30,7.94,381,88,6.4,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 17:00,7.93,380,88.1,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 17:30,7.94,379,88.2,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 18:00,7.93,378,88.1,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 18:30,7.94,378,88.4,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 19:00,7.94,376,88.5,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 19:30,7.94,375,88.5,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 20:00,7.94,374,88.8,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 20:30,7.94,374,89,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 21:00,7.94,374,88.8,6.3,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 21:30,7.94,372,89.1,6.2,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 22:00,7.95,372,88.7,6.2,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 22:30,7.95,371,88.7,6.2,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 23:00,7.95,372,88.3,6.2,12.6
29041,A8,Aire at Beal Bridge,30/12/1994 23:30,7.95,371,88.5,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 00:00,7.94,372,88.3,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 00:30,7.94,372,88.1,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 01:00,7.95,372,88.1,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 01:30,7.94,371,88.1,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 02:00,7.95,371,87.9,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 02:30,7.96,370,87.9,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 03:00,7.96,369,87.8,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 03:30,7.95,368,87.8,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 04:00,7.96,367,87.6,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 04:30,7.95,364,87.3,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 05:00,7.95,364,87.3,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 05:30,7.95,363,86.8,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 06:00,7.95,362,86.6,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 06:30,7.94,358,86.5,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 07:00,7.94,357,85.7,6.2,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 07:30,7.93,357,85.3,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 08:00,7.93,356,85.1,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 08:30,7.93,356,85.2,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 09:00,7.93,355,85.2,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 09:30,7.92,352,85.3,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 10:00,7.93,351,85.5,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 10:30,7.93,351,86,6.1,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 11:00,7.93,351,86.2,6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 11:30,7.93,351,86.4,6,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 12:00,7.93,351,86.4,6,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 12:30,7.93,351,86.7,6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 13:00,7.93,353,86.6,6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 13:30,7.93,355,86.3,6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 14:00,7.93,357,86.5,6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 14:30,7.93,357,86.5,6,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 15:00,7.93,357,86.2,6,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 15:30,7.93,357,86.5,6,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 16:00,7.93,356,86.8,6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 16:30,7.93,355,86.8,6,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 17:00,7.93,354,87.4,5.9,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 17:30,7.94,354,87.6,5.9,12.7
29041,A8,Aire at Beal Bridge,31/12/1994 18:00,7.93,354,87.5,5.9,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 18:30,7.93,354,87.6,5.9,12.6
29041,A8,Aire at Beal Bridge,31/12/1994 19:00,7.94,354,87.3,5.8,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 19:30,7.94,354,87.5,5.8,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 20:00,7.95,355,87.9,5.8,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 20:30,7.95,356,88.4,5.8,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 21:00,7.96,356,88.6,5.8,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 21:30,7.96,358,89.2,5.7,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 22:00,7.97,357,89.3,5.7,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 22:30,7.97,357,89.4,5.7,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 23:00,7.96,358,89.7,5.6,12.5
29041,A8,Aire at Beal Bridge,31/12/1994 23:30,7.97,359,89.6,5.6,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 00:00,7.97,360,89.6,5.6,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 00:30,7.97,361,89.8,5.6,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 01:00,7.97,362,89.7,5.5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 01:30,7.96,363,89.8,5.5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 02:00,7.96,361,89.7,5.5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 02:30,7.96,363,89.6,5.5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 03:00,7.96,367,89.4,5.5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 03:30,7.96,368,89.5,5.4,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 04:00,7.96,368,89.1,5.4,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 04:30,7.95,369,89,5.4,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 05:00,7.95,372,89.1,5.4,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 05:30,7.95,372,89.2,5.3,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 06:00,7.94,370,89.3,5.3,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 06:30,7.94,372,89.1,5.3,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 07:00,7.94,376,89.2,5.3,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 07:30,7.94,376,88.9,5.3,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 08:00,7.93,378,89,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 08:30,7.93,383,89,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 09:00,7.93,387,88.9,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 09:30,7.93,388,88.9,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 10:00,7.93,390,88.8,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 10:30,7.93,394,89.1,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 11:00,7.93,396,88.9,5.2,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 11:30,7.93,397,89.1,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 12:00,7.92,396,89.1,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 12:30,7.93,399,89.2,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 13:00,7.92,402,89.1,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 13:30,7.92,405,89.1,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 14:00,7.92,407,89,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 14:30,7.92,408,89,5.2,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 15:00,7.92,410,88.9,5.1,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 15:30,7.92,411,88.8,5.1,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 16:00,7.92,412,88.8,5.1,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 16:30,7.92,415,88.8,5.1,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 17:00,7.91,417,89.1,5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 17:30,7.91,419,89,5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 18:00,7.91,421,89.2,5,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 18:30,7.91,423,89,5,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 19:00,7.91,426,88.9,4.9,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 19:30,7.91,429,89.3,4.9,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 20:00,7.91,430,89.2,4.9,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 20:30,7.91,431,89.1,4.8,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 21:00,7.91,433,89.2,4.8,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 21:30,7.91,434,89.1,4.8,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 22:00,7.92,435,89.2,4.7,12.5
29041,A8,Aire at Beal Bridge,01/01/1995 22:30,7.92,433,89.2,4.7,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 23:00,7.92,436,88.8,4.7,12.4
29041,A8,Aire at Beal Bridge,01/01/1995 23:30,7.92,439,89,4.6,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 00:00,7.92,439,89.1,4.6,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 00:30,7.92,441,89.1,4.5,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 01:00,7.92,442,89.2,4.5,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 01:30,7.92,440,88.9,4.5,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 02:00,7.92,443,89,4.4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 02:30,7.92,446,89.2,4.4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 03:00,7.92,447,89.2,4.4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 03:30,7.92,445,89.2,4.3,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 04:00,7.92,445,89,4.3,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 04:30,7.92,448,88.9,4.3,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 05:00,7.92,449,89.2,4.3,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 05:30,7.92,446,89.4,4.2,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 06:00,7.92,446,89.4,4.2,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 06:30,7.93,449,89.3,4.2,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 07:00,7.93,449,89.4,4.2,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 07:30,7.94,450,89.5,4.1,12.5
29041,A8,Aire at Beal Bridge,02/01/1995 08:00,7.94,446,89.7,4.1,12.5
29041,A8,Aire at Beal Bridge,02/01/1995 08:30,7.93,445,89.6,4.1,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 09:00,7.94,447,89.6,4.1,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 09:30,7.94,451,90.2,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 10:00,7.94,450,90,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 10:30,7.93,449,90.3,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 11:00,7.94,452,90.3,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 11:30,7.94,454,90.5,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 12:00,7.94,455,90.7,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 12:30,7.94,452,91.2,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 13:00,7.94,455,90.9,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 13:30,7.95,458,91.1,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 14:00,7.94,460,90.7,4,12.3
29041,A8,Aire at Beal Bridge,02/01/1995 14:30,7.94,458,90.9,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 15:00,7.94,458,90.8,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 15:30,7.94,461,90.8,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 16:00,7.94,462,90.4,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 16:30,7.94,462,90.4,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 17:00,7.94,459,90.5,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 17:30,7.94,461,90.7,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 18:00,7.94,462,90.9,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 18:30,7.94,462,90.7,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 19:00,7.94,458,91,4,12.3
29041,A8,Aire at Beal Bridge,02/01/1995 19:30,7.94,460,90.7,4,12.5
29041,A8,Aire at Beal Bridge,02/01/1995 20:00,7.94,463,90.3,3.9,12.3
29041,A8,Aire at Beal Bridge,02/01/1995 20:30,7.94,462,90.3,3.9,12.3
29041,A8,Aire at Beal Bridge,02/01/1995 21:00,7.94,460,90.8,3.9,12.3
29041,A8,Aire at Beal Bridge,02/01/1995 21:30,7.94,463,90.5,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 22:00,7.94,463,90.7,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 22:30,7.94,462,90.7,4,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 23:00,7.94,463,90.4,3.9,12.4
29041,A8,Aire at Beal Bridge,02/01/1995 23:30,7.94,466,90.2,3.9,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 00:00,7.95,469,90.6,3.9,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 00:30,7.95,469,90.7,3.9,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 01:00,7.94,468,90.5,3.9,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 01:30,7.93,467,90.8,3.9,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 02:00,7.94,468,90.8,3.9,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 02:30,7.93,467,90.4,3.9,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 03:00,7.93,464,90.8,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 03:30,7.92,464,90.6,3.8,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 04:00,7.93,464,90.7,3.8,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 04:30,7.92,462,90.5,3.8,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 05:00,7.92,465,90.3,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 05:30,7.93,467,90.4,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 06:00,7.93,468,90.4,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 06:30,7.93,467,90,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 07:00,7.92,468,90.3,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 07:30,7.92,470,90.1,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 08:00,7.92,471,90.1,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 08:30,7.93,471,90.1,3.7,12.4
29041,A8,Aire at Beal Bridge,03/01/1995 09:00,7.93,472,90.3,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 09:30,7.92,471,89.8,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 10:00,7.91,470,90.1,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 10:30,7.91,472,90,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 11:00,7.91,476,90.1,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 11:30,7.9,482,89.6,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 12:00,7.9,483,89.7,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 12:30,7.89,485,89.8,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 13:00,7.89,489,89.9,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 13:30,7.89,492,89.5,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 14:00,7.88,496,89.4,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 14:30,7.89,497,89.4,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 15:00,7.87,496,89.2,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 15:30,7.87,498,89.2,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 16:00,7.88,500,88.8,3.8,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 16:30,7.87,500,89.3,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 17:00,7.87,500,88.6,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 17:30,7.87,497,89.1,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 18:00,7.87,498,88.7,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 18:30,7.88,501,88.9,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 19:00,7.87,502,88.7,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 19:30,7.87,500,89,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 20:00,7.87,498,88.4,3.7,12.2
29041,A8,Aire at Beal Bridge,03/01/1995 20:30,7.86,497,88,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 21:00,7.86,496,87.5,3.7,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 21:30,7.87,496,87.1,3.6,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 22:00,7.87,495,87.6,3.6,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 22:30,7.87,497,87.7,3.6,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 23:00,7.87,498,87.7,3.6,12.3
29041,A8,Aire at Beal Bridge,03/01/1995 23:30,7.87,500,87.8,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 00:00,7.88,501,88,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 00:30,7.88,503,87.7,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 01:00,7.88,504,88,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 01:30,7.87,503,87.9,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 02:00,7.87,503,87.7,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 02:30,7.87,503,87.7,3.6,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 03:00,7.87,503,87.7,3.5,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 03:30,7.88,502,88.2,3.5,12.4
29041,A8,Aire at Beal Bridge,04/01/1995 04:00,7.87,500,88.2,3.5,12.3
29041,A8,Aire at Beal Bridge,04/01/1995 04:30,7.86,499,87.7,3.5,12.3
